id,from,to,sp_distance,distance,nre_per_link,nre_gain_perc,nre_wtd_per_link,nre_wtd_gain_perc,MA_per_link,MA_gain_perc,from_ctry,to_ctry,border_dist,border_time,MA_per_link_bc,MA_gain_perc_bc,MA_gain_bc_ratio,MA_gain_perc_bc_ratio,total_dist,rugg,pop_wpop,pop_wpop_km2,cost_km,MA_gain_pusd,MA_gain_pusd_bc,consensus,MA_gain_pusd_cons,duration_100kmh,duration_65kmh,total_time_100kmh,total_time_65kmh,MA_per_link_100kmh_bt,MA_per_link_100kmh_bt_perc,MA_per_link_100kmh,MA_per_link_100kmh_perc,MA_gain_100kmh_pusd,MA_gain_100kmh_pusd_bt
50,174,137,141003.656309493,179259.363082456,0.6546349239033,0.0498186745341522,0.676469054812936,0.00207292014913207,21536793.2784246,0.0111205986635721,CAF,CAF,0,0,15195458.5998194,0.00596777984989139,0.378651581277704,0.536641958803904,179259.363082456,30317.82421875,19551.978515625,20.4534570997156,481271.213768337,0.0277580643700094,0.0105106349669124,FALSE,0.0191343496684609,107.555617849473,165.470181306882,107.555617849473,165.470181306882,11730338693.3703,0.0326571714121426,19822593277.0418,0.0770656939854675,0.176935617291846,0.0443890220862857
51,154,143,61789.152651691,78553.1697521025,0.654334285390002,0.00387118892992699,0.676461445650267,0.000948061540007039,21534731.4038833,0.00154580353317613,TCD,TCD,0,0,15194882.3296914,0.00217516961171782,0.992873639236718,1.40714493467909,78553.1697521025,3064.55932617188,42423.24609375,101.072702110496,417378.749958872,0.0101529674386961,0.0100806137299101,FALSE,0.0101167905843031,47.1319018512615,72.51061823271,47.1319018512615,72.51061823271,11730445608.9026,0.0335689136106598,19812815377.7306,0.0277006357389586,0.16734841180615,0.120063772420034
52,145,144,99380.3602216807,126343.249122144,0.654504456530593,0.0298789546909317,0.676476342467396,0.00315025036481398,21535967.2183518,0.00728459613055232,CAF,TCD,1100245.53125,5864.35725,15194675.746193,0.000815580327584442,0.0789980573378145,0.111959580595528,1226588.78037214,46982.96875,31332.552734375,47.0119729484513,543195.820459888,0.0228575544959746,0.00180570240067522,FALSE,0.0123316284483249,75.8059494732864,116.62453765121,5940.16319947329,5980.98178765121,11726762547.4793,0.00216091846860778,19810281658.2359,0.0149088073045478,0.0430289102788884,0.00369231433996468
53,157,148,69760.3633848303,88687.0499394518,0.654350878483733,0.00640716120774432,0.676455032440269,0,21535037.199915,0.00296583869854317,CAF,CAF,0,0,15195190.4979424,0.0042033192712676,1,1.41724473193107,88687.0499394518,11637.82421875,6474.9833984375,13.7846139688731,415668.694366395,0.0173249802182731,0.0173249802182731,FALSE,0.0173249802182731,53.2122299636711,81.8649691748786,53.2122299636711,81.8649691748786,11727602576.8519,0.00932442605676709,19808422051.454,0.0055203288406469,0.0296608320510988,0.0296608320510988
54,169,150,125028.495132996,158949.980385649,0.655067322694113,0.115903478500923,0.676490773764416,0.00528362159091245,21541649.2895686,0.0336706185235736,CAF,CAF,0,0,15196669.7596579,0.0139387937544866,0.292098445930619,0.413974983700633,158949.980385649,15410.3408203125,46291.52734375,54.512775025949,481082.680390322,0.0948208053717324,0.0276970098909727,FALSE,0.0612589076313525,95.3699882313895,146.723058817522,95.3699882313895,146.723058817522,11728970067.8873,0.0209859616277619,19825000100.2104,0.0892168690102224,0.231096136156575,0.0321823253028485
55,156,155,40093.4794873109,50971.2427660712,0.654685846299932,0.0576012971280404,0.676458274714421,0.000479303722555891,21537293.997209,0.0134458030747631,CAF,CAF,0,0,15196606.6644897,0.0135235451246274,0.709674101845329,1.00578188222987,50971.2427660712,15902.4814453125,1882.21362304688,6.77264318062272,408585.530737305,0.13903088489523,0.0986666183667839,FALSE,0.118848751631007,30.5827456596427,47.0503779379118,30.5827456596427,47.0503779379118,11727554031.5758,0.00891044713502431,19810107365.3126,0.0140288657100252,0.13342593644034,0.0501718412154229
56,157,155,89292.5020476918,113518.45380502,0.654512581185528,0.0311206700705169,0.67648348220351,0.0042057138873064,21538137.1984417,0.0173614045795523,CAF,CAF,0,0,15196377.9471276,0.0120182861028884,0.488441807140529,0.692241578025497,113518.45380502,27038.302734375,7173.69873046875,12.0123622640104,454953.129285042,0.072390984017336,0.0353587830541087,FALSE,0.0538748835357223,68.1110722830118,104.786265050787,68.1110722830118,104.786265050787,11732239745.8764,0.0488687522183451,19815523381.6147,0.0413723626828899,0.158673026872318,0.110960108611738
57,157,156,84801.7707155914,107809.342002984,0.654635013417866,0.0498323553137725,0.676485748227966,0.00454069911881572,21537878.0926518,0.0161581864371874,CAF,CAF,0,0,15195433.1507787,0.00580029191705744,0.253286699643289,0.35896924073783,107809.342002984,27646.685546875,6417.2841796875,11.2537722122583,453846.462853747,0.0711148028535052,0.0180124337105475,FALSE,0.0445636182820263,64.6856052017903,99.516315695062,64.6856052017903,99.516315695062,11731886518.7511,0.0458565418419044,19816756579.7543,0.0475983316822415,0.192686943397051,0.109901772452926
58,174,156,113596.430436849,144416.281829274,0.654499080829844,0.0290573702236063,0.676455032440269,0,21537449.8809325,0.0141696854866868,CAF,CAF,0,0,15195160.3528118,0.00400492493257687,0.1994294622348,0.282640354744621,144416.281829274,24590.13671875,6280.828125,8.12003429990882,436415.198010871,0.0484146649813573,0.00965531060151008,FALSE,0.0290349877914337,86.6497690975647,133.307337073176,86.6497690975647,133.307337073176,11729466539.8296,0.0252197189723136,19815757711.4104,0.0425554086158186,0.133741024659639,0.0469237771745723
59,163,157,128047.030210152,162787.474316908,0.654439592718456,0.0199656237549251,0.676461288098194,0.000924770697952049,21534957.6224253,0.00259630207237738,CAF,CAF,0,0,15195101.9104087,0.00362029757561277,0.983884679707397,1.39440537914671,162787.474316908,17564.818359375,48399.06640625,55.5873874684503,489493.875509097,0.00701648689900561,0.00690341396529928,FALSE,0.00695995043215244,97.6724845901447,150.265360907915,97.6724845901447,150.265360907915,11730686140.7073,0.035620093563038,19825099647.5146,0.0897194471525697,0.223020224379753,0.0524198236024785
60,176,161,96721.2106396137,122962.645576829,0.654565562338283,0.0392179385368063,0.676471181681962,0.00238733410475867,21535906.123804,0.00700088935468024,CAF,CAF,0,0,15195243.9118809,0.00455485276202872,0.459067214397734,0.650610591207773,122962.645576829,22110.12109375,16643.4609375,25.3253013253477,471510.667176652,0.0260028672585942,0.0119370638387569,FALSE,0.0189699655486755,73.7775873460972,113.503980532457,73.7775873460972,113.503980532457,11730857953.1476,0.0370852562823876,19814158210.0881,0.034480108039836,0.117795799456685,0.0750076070175698
61,182,161,120524.167446713,153223.583402117,0.65464213242218,0.0509203740929332,0.677135202887556,0.100549247868442,21552427.0731088,0.0837197690859215,CAF,CAF,0,0,15206031.0770868,0.0755484913507631,0.636726496873479,0.902397273375513,153223.583402117,16557.1484375,574449.3125,709.283804583969,602641.215894288,0.195243382189476,0.124316634779235,FALSE,0.159780008484355,91.9341500412701,141.437153909646,91.9341500412701,141.437153909646,11775494380.8503,0.417730742014677,19872229667.0202,0.327661778526633,0.702857438952797,0.530494320363341
62,185,162,182744.29469757,232324.655486493,0.654931192494891,0.0950982918984655,0.676530020736611,0.0110854813322847,21537559.0631976,0.0146766987890956,CAF,TCD,1100245.53125,5864.35725,15194972.0634136,0.00276573472519637,0.132964985305004,0.188443924954788,1332570.18673649,16850.052734375,44825.1640625,36.2378943176825,470039.915525219,0.0289421697195473,0.00384829517145455,FALSE,0.0163952324455009,139.394793291896,214.453528141379,6003.7520432919,6078.81077814138,11726690669.2566,0.00154796348126318,19822548132.5679,0.076837775951466,0.139370433688369,0.00166226176763886
63,173,163,136216.873249006,173173.877747569,0.654576849997446,0.0409430653385057,0.676469157416185,0.00208808793473736,21535654.4687348,0.00583227037092016,CAF,CAF,0,0,15195414.7048084,0.00567889333615845,0.687038716761294,0.973702001963687,173173.877747569,20479.01171875,51150.54296875,54.374979952093,497677.01883668,0.0145727134747003,0.0100120183653881,FALSE,0.0122923659200442,103.904326648542,159.852810228526,103.904326648542,159.852810228526,11729519394.673,0.0256704485354531,19814400846.1558,0.0357050893200483,0.0820589701289115,0.034927880703513
64,177,163,129371.574940337,164471.381322738,0.654875301588309,0.086556317028319,0.676501568191218,0.00687935616081603,21538923.112279,0.0210109787081025,CAF,CAF,0,0,15196157.747266,0.0105690833613226,0.354932844257252,0.503026703713082,164471.381322738,27972.33203125,75257.7734375,85.5405571550138,536636.202163515,0.051263555150836,0.0181951194364247,FALSE,0.0347293372936303,98.6828287936427,151.819736605604,98.6828287936427,151.819736605604,11729586257.627,0.0262406348806366,19821534473.5575,0.0717201801883727,0.160952220174214,0.0348636439627368
65,194,167,221220.01287353,281239.222064994,0.654448838229727,0.0213786429698937,0.67647369689937,0.00275915740237664,21535508.3778707,0.00515386338453272,TCD,TCD,0,0,15195267.2582352,0.00470850227145547,0.64462186241943,0.913586938603413,281239.222064994,42422.07421875,23440.97265625,15.4311557407597,489837.09462158,0.00805634563090067,0.00519329652488582,FALSE,0.00662482107789325,168.743533238996,259.605435752302,168.743533238996,259.605435752302,11729545081.7531,0.0258894999148884,19811760883.6978,0.0223768787954493,0.0321734666456546,0.0220376281025738
66,187,171,256081.549614286,325559.043520593,0.654650619973373,0.0522175519960477,0.676496425227567,0.00611907448588855,21535987.3557629,0.00737810889390733,TCD,TCD,0,0,15195419.9990691,0.00571373648765583,0.546424665630405,0.774417478762627,325559.043520593,24217.666015625,17629.0390625,9.90903054244171,442299.60417468,0.0110339622084595,0.00602922911033601,FALSE,0.00853159565939776,195.335426112356,300.516040172855,195.335426112356,300.516040172855,11728386496.8137,0.0160094501500341,19809502032.1222,0.0109727585391184,0.0150936896110394,0.0130376358960593
67,179,175,154507.519021175,196426.959244187,0.65476227340133,0.0692818802400019,0.676484556524948,0.00436453027370387,21536984.382383,0.0120080344473861,CAF,CAF,0,0,15196052.7543589,0.00987809287793517,0.580438657326542,0.822623629305581,196426.959244187,48902.6015625,13169.1044921875,12.4392980408472,489824.719480602,0.0268758914918986,0.0155998063720114,FALSE,0.021237848931955,117.856175546512,181.317193148481,117.856175546512,181.317193148481,11730783673.4633,0.0364518223818777,19812402845.2412,0.0256179092023912,0.0527385028647363,0.0444269194045234
68,188,176,158915.728288638,202031.159917432,0.655334309652014,0.156707895972485,0.676646350942176,0.0282825158705924,21545496.2212361,0.0515347425813051,CAF,CAF,0,0,15198399.3288448,0.0253216183817795,0.346694136692685,0.491350438819602,202031.159917432,70845.5390625,26627.421875,24.7138999405549,541141.236737654,0.101508841193694,0.0351925200643226,FALSE,0.0683506806290084,121.218695950459,186.490301462245,121.218695950459,186.490301462245,11730947714.2071,0.037850710505527,19820432134.9184,0.0661548732245443,0.119855718961988,0.0405988559607277
69,186,179,103947.13365266,132149.034007484,0.654453295848717,0.0220599142485289,0.676461140055964,0.000902885691256294,21535559.292781,0.00539029864026208,CAF,CAF,0,0,15194977.8546649,0.00280384872437534,0.367026058604841,0.520165748040819,132149.034007484,70868.1796875,15963.2666015625,22.355082429131,536754.168286045,0.0163646286499506,0.00600624515392324,FALSE,0.0111854369019369,79.2894204044903,121.983723699216,79.2894204044903,121.983723699216,11727604719.7022,0.00934269961385681,19812545150.2747,0.0263363555725649,0.0735431394753376,0.0154454908222749
70,190,179,114054.670571245,144998.847110067,0.654455977445982,0.022469750800691,0.676494134965769,0.00578050626065529,21535879.8791833,0.00687901634006671,CAF,CAF,0,0,15195228.5040653,0.00445344920831925,0.456799175279345,0.647396224716056,144998.847110067,63269.87890625,39813.2265625,50.9536551578828,566734.775876607,0.0180266354170845,0.00823455219158562,FALSE,0.0131305938043351,86.9993082660404,133.845089640062,86.9993082660404,133.845089640062,11727926436.9958,0.0120862040063452,19812010809.9909,0.0236386657727961,0.0569776398114182,0.0172470274862793
71,194,183,295806.268466141,376061.477190703,0.654604498227332,0.045168627229164,0.676481394001902,0.00389701611618332,21536026.4671027,0.00755973151875811,TCD,TCD,0,0,15195534.9187207,0.00647005791774014,0.603888758263651,0.855858161323039,376061.477190703,59608.9140625,35408.19921875,16.2512752662076,512360.924556543,0.00844897975867184,0.00510224389505906,FALSE,0.00677561182686545,225.636886314422,347.133671252957,225.636886314422,347.133671252957,11730305013.8357,0.0323699628818508,19813083193.4661,0.0290527400059082,0.0298660753372272,0.0197004478804524
