city_port,population,city_country,IWI,N_IWI,wealth,gdp,SPAM_TOP80,SPAM_TOTAL,N_SPAM,ACLED_fatalities_sqrt,N_ACLED,gdp_other,iso3c,port_locode,port_name,port_status,outflows,lon,lat
FALSE,68178.740235502,lai - TCD,18.2921354733362,26,1247134.7527892,110617092.651936,47204.1494127368,109731.214337672,65,12.3564705877073,20,59956973.9728269,TCD,,,,,16.3063602,9.3920593
FALSE,0,,15.6978560740351,5,0,6890262.18612269,6420.21720846837,7359.00851647571,13,7.53709958765378,32,0,CAF,,,,,15.9440699,5.2656698
FALSE,0,,22.7746474254728,14,0,9594815.40242546,8940.2692226714,10078.8759432804,19,6.72135007708571,19,0,CAF,,,,,16.2233887,5.0362797
FALSE,23704.3723906428,binon - CAF,16.643510771566,20,394523.977216876,35317637.8644394,15235.1739507854,16273.2535362119,39,2.81061120831625,10,18967047.2903954,CAF,,,,,16.6357002,5.6790099
TRUE,17500.6926778217,pokola - COG,53.2889896720864,4,932594.231362798,47848827.6319396,2808.04774933651,2885.59148392908,4,0.245127904715937,1,44835193.5762943,COG,"","","",,16.318302,1.40515
FALSE,14218.3870855606,donia - TCD,10.6876587471578,16,151961.269105467,31203450.8230706,22267.5171906604,41366.3383413118,33,6.80431633934137,17,7305656.29436375,TCD,,,,,16.4396496,8.2814693
FALSE,0,,15.7452556981713,20,0,16879821.7445313,15728.3016397235,16349.5378286701,60,7.86057172519378,32,0,CAF,,,,,16.9249191,5.3853297
TRUE,29539,boda - CAF,23.8858730261276,25,705564.803318783,37572202.2041205,3402.51584539667,3618.26463042855,19,15.3162356137124,20,33920577.1101444,CAF,"","","",,17.46935,4.318939
FALSE,107185.492020245,koumra - TCD,17.7183434867482,39,1899149.36441081,202569254.547281,103675.733083485,147572.916141828,61,9.64494534921083,15,91303083.935258,TCD,,,,,17.5184402,8.9181194
TRUE,58763.1271376364,bossangoa - CAF,34.4475859065998,53,2024247.87021417,163780773.228323,61929.4265664726,72542.3097212809,45,29.0225797077803,42,97317291.9746996,CAF,"","","",,17.455211,6.492666
FALSE,108975.546105379,gore - TCD,28.1920618238357,58,3072245.33308911,163343365.486976,14575.6490908369,17257.6990163209,21,11.0425665456939,31,147700585.732373,TCD,,,,,16.6315002,7.9285197
FALSE,0,,16.1067642736146,44,0,83214573.3098896,77537.7802945614,90057.1201857375,61,58.1400803813865,189,0,CAF,,,,,16.6266804,7.3415098
FALSE,0,,16.8813528206166,21,0,37785313.7343576,35207.6473886997,53613.5998768516,43,1.41065108074253,3,0,TCD,,,,,17.3640194,12.1553392
FALSE,46033.8395150495,oum hadjer - TCD,19.2319718491905,36,885321.505663584,48450822.6492396,5486.60962578415,9200.95496615528,24,0,2,42562520.4926252,TCD,,,,,19.6925602,13.30019
FALSE,17442.4201930101,bousso - TCD,19.5098418591017,33,340298.85960563,57169449.6913403,38025.3571015847,81872.4619464963,37,0,0,16360132.5540209,TCD,,,,,16.7320595,10.4628696
FALSE,0,,17.4170873937364,21,0,78289835.7100516,72949.0020693509,85518.831290339,66,28.8283405842646,57,0,CAF,,,,,17.2771301,6.9893699
FALSE,0,,16.3660076744991,15,0,54426453.4894141,50713.5496225974,59766.1385649533,56,41.146095108726,56,0,CAF,,,,,17.3041687,7.1547298
FALSE,13611.089510689,melfi - TCD,17.7989056312071,45,242262.497738667,21513784.2648379,9193.72370930372,13109.8603090067,12,0,0,11646958.1486873,TCD,,,,,17.9369888,11.0624495
FALSE,0,,14.2471329743725,39,0,12383689.4101038,11538.8897704364,15394.5492418318,16,1.49028070642493,19,0,TCD,,,,,18.1694088,9.2109594
TRUE,35501.7868147301,yaloke - CAF,26.5259285843724,25,941717.861665142,53673326.843993,7826.50384443114,8180.52074022413,57,12.4383888369977,25,45273819.2046412,CAF,"","","",,17.101301,5.319309
FALSE,0,,13.0244360688467,20,0,1277180.5126207,1190.05287229311,1373.77315871001,27,1.89579647441255,5,0,CAF,,,,,17.205019,4.74122
TRUE,19662.2057171484,bossembele - CAF,22.0822776491881,18,434186.285841525,22850109.906419,1841.44787071371,1841.44787071371,77,2.71113304588097,8,20873843.6494832,CAF,"","","",,17.65002,5.266678
FALSE,0,,17.7698310823402,10,0,1277124.40749502,1190.00059458818,1190.00059458818,78,4.68775997676385,28,0,CAF,,,,,17.7726898,5.1345501
FALSE,24168.1195043441,batangafo - CAF,17.9823599451769,36,434599.824125167,61859043.2184073,38170.7161497549,44013.1882323701,33,30.1995211920112,77,20893724.8243552,CAF,,,,,18.2916088,7.3076496
FALSE,46508.8617763549,bitkine - TCD,15.3733590572387,42,714997.431431387,64262446.6187905,27849.4404780909,38123.1444285795,39,0.949629238277234,2,34374058.0487342,TCD,,,,,18.2176304,11.9814501
FALSE,20956.4544739038,bouca - CAF,15.3015246549281,54,320665.704812316,41908136.2351923,24684.6401130679,29233.0379094984,22,8.46721575773839,21,15416253.3554704,CAF,,,,,18.2746792,6.5095301
TRUE,21884,m'baiki - CAF,20.8345698185941,21,455943.725910113,66893289.5644,41905.4088106405,43984.1344667197,39,9.74682272050591,23,21919849.5161229,CAF,"","","",,17.987963,3.870437
TRUE,168098.790637949,sarh - TCD,34.3417178582071,101,5772801.24039426,296660244.857621,17823.4212271561,21314.0750492344,17,1.9533871480913,20,277531913.008221,TCD,"","","",,18.383302,9.145562
TRUE,1606979.16357876,bangui - CAF,45.3434548668945,42,72865987.1757733,3515457176.92224,11524.3887625783,11627.1591613066,61,139.425826154371,517,3503089050.18593,CAF,"","","",,18.555526,4.361532
TRUE,69641.5173528425,mongo - TCD,31.2443384320176,35,2175903.13709144,138287570.310415,31381.7717841319,43807.5342736754,44,3.21633349578383,8,104608236.973759,TCD,"","","",,18.6884,12.18514
FALSE,21091.5389695313,dekoa - CAF,22.6355394909581,39,477418.363269907,58151911.1208544,32798.3759488261,35470.1362080753,29,4.14303669292576,10,22952259.422412,CAF,,,,,19.0769901,6.3214898
FALSE,21579.479977971,kabo - CAF,16.4783359467086,28,355593.920632278,24974241.8380591,7341.30640708643,8427.11715851558,14,24.9012729822067,29,17095454.5180963,CAF,,,,,18.6201801,7.6882896
FALSE,0,,14.7397266524184,39,0,21271879.7476499,19820.7389970428,22960.5109865067,23,0.758702450071103,58,0,CAF,,,,,18.8422203,7.2554598
TRUE,116217.744045544,am timan - TCD,22.1056807662148,118,2569072.34924045,208108604.515765,78827.2521910696,99700.6622177325,45,9.02923835549048,14,123510152.879009,TCD,"","","",,20.283433,11.043288
FALSE,32551.9502295004,sibut - CAF,21.8986018529994,37,712842.197614481,63575376.846047,27305.7878269804,28440.8355388673,22,8.80971199522173,17,34270443.5054167,CAF,,,,,19.07827,5.7289
FALSE,12181.4135896359,dimbi - CAF,15.2712507673484,36,186025.421628115,23753994.9851182,13800.3123069554,15936.4493568979,25,15.2392539530747,40,8943316.94141019,CAF,,,,,21.7223091,4.6208501
TRUE,65652.4645163909,kaga-bandoro - CAF,16.9942853847015,101,1115716.71820053,97618593.8399478,40979.4084328318,46423.9661953108,30,31.4246717704726,74,53638949.6680991,CAF,"","","",,19.187438,6.989613
FALSE,23421.356470395,grimari - CAF,18.0342218725702,39,422385.939143662,57765562.9043305,34903.6224183653,40417.7367513377,22,12.3072855311152,26,20306532.7969456,CAF,,,,,19.9792404,5.76651
TRUE,96147.3172368317,bambari - CAF,38.7566567523092,53,3726348.57180326,206472892.300263,25461.6537693137,29288.0139650127,23,113.943341236115,212,179147108.068003,CAF,"","","",,20.675951,5.768074
TRUE,194141.797886032,abeche - TCD,33.1725202717307,52,6440172.72596463,327864782.574953,17003.5786541858,36294.6624113895,45,30.971195673672,64,309616316.639071,TCD,"","","",,20.832372,13.829383
TRUE,50797.8058074734,goz beida - TCD,24.5368638257424,37,1246418.84374448,86533917.0127704,24795.9675166508,39939.4099605902,72,4.22945474712406,18,59922556.0882598,TCD,"","","",,21.409856,12.226433
FALSE,0,,15.011962030373,51,0,16531159.5233486,15403.4247145916,24775.8364692203,34,1.06279656162637,1,0,SDN,,,,,22.6137085,12.1152802
TRUE,60303.9198865452,bangassou - CAF,21.9243955216003,32,1322126.99109552,76169201.6012344,11746.8894291051,13642.8476321939,15,17.4462058929894,49,63562284.2011241,CAF,"","","",,22.818282,4.741398
